916.607, 57.97
916.610, 58.45
916.612, 58.97
916.616, 59.42
916.623, 60.96
916.626, 61.59
916.630, 62.70
916.640, 66.18
916.646, 68.43
916.653, 71.13
916.663, 75.14
916.673, 82.51
916.678, 86.55
916.685, 90.06
916.693, 94.07
